Front,Back
What is corporate social responsibility CSR?,Businesses acting responsibly towards society and the environment.
Why is CSR important for global businesses?,Global reputations affect sales and trust.
What is global workforce?,Employees working across different countries.
What is workforce diversity?,Employees from varied backgrounds and cultures.
Why is workforce diversity important globally?,Different perspectives improve creativity and understanding.
What is expatriate?,An employee working in another country.
Why do businesses use expatriates?,To transfer skills and manage overseas operations.
What is localisation?,Adapting products or operations to local markets.
Why is localisation important?,Customer needs differ between countries.
What is global strategy?,A long-term plan for operating internationally.
Why do businesses need global strategies?,International markets involve complex risks and opportunities.
What is international merger?,Businesses from different countries combining.
Why do international mergers happen?,To increase market share and competitiveness.
What is strategic alliance?,Businesses cooperating while remaining independent.
Why do global businesses form alliances?,To share resources costs and expertise.
What is licensing?,Allowing another business to use products or brands for payment.
What are the advantages of licensing?,Expansion with lower investment costs.
What are the disadvantages of licensing?,Less control over quality and brand image.
What is franchising?,Allowing others to operate using a business model and brand.
What are the advantages of franchising internationally?,Rapid expansion with lower risk.
What are the disadvantages of franchising internationally?,Maintaining consistent standards can be difficult.
What is intellectual property?,Legal protection for inventions ideas and brands.
Why is intellectual property important globally?,Ideas may be copied in international markets.
What is patent?,Legal protection for inventions.
What is trademark?,Legal protection for brand names and logos.
What is copyright?,Legal protection for creative work.
What is cyber security?,Protecting digital systems and data from attacks.
Why is cyber security important globally?,International businesses depend heavily on technology.
What is geopolitical risk?,Risk caused by political tensions or conflicts between countries.
Why is geopolitical risk important?,Global operations may be disrupted.
What is business adaptation?,Changing operations to respond to global conditions.
Why must global businesses adapt?,Markets technology and politics constantly change.
What is strategic flexibility?,The ability to adapt strategies quickly.
Why is strategic flexibility important globally?,International environments change rapidly.
