"Front","Back"
"What is healthy plate?","Balanced meal"
"What is calorie counting?","Tracking intake"
"What is macronutrient ratio?","Proportion of nutrients"
"What is hydration timing?","When to drink"
"What is pre-hydration?","Before exercise"
"What is during exercise hydration?","Maintaining fluids"
"What is post hydration?","Replacing fluids"
"What is endurance hydration?","Long event hydration"
"What is sprint hydration?","Short event hydration"
"What is sweat loss replacement?","Rehydration"
"What is electrolyte balance?","Maintaining minerals"
"What is salt intake?","Sodium consumption"
"What is nutrition labels?","Food information"
"What is daily intake?","Recommended amounts"
"What is dietary guidelines?","Healthy eating advice"
"What is athlete diet?","Nutrition for sport"
"What is training diet?","Daily nutrition"
"What is competition diet?","Pre-event nutrition"
"What is recovery drinks?","Post exercise fluids"
"What is protein synthesis?","Building muscle"
"What is muscle breakdown?","Muscle damage"
"What is nitrogen balance?","Protein balance"
"What is healthy fats?","Unsaturated fats"
"What is unhealthy fats?","Saturated fats"
"What is cholesterol?","Fat in blood"
"What is heart health?","Cardiovascular condition"
"What is diabetes?","Blood sugar disorder"
"What is obesity risks?","Health problems"
"What is hydration monitoring?","Checking fluid levels"
"What is sports performance diet?","Optimising intake"
"What is carbohydrate importance?","Main energy"
"What is protein importance?","Repair and growth"
"What is fat importance?","Energy and insulation"
"What is vitamin importance?","Health support"
"What is mineral importance?","Body functions"
"What is fluid importance?","Hydration"
"What is digestion process?","Breaking food down"
"What is absorption process?","Taking nutrients in"
"What is metabolism rate?","Speed of metabolism"
"What is energy production?","ATP creation"
"What is performance impact of diet?","Affects results"
"What is recovery impact of diet?","Affects healing"
"What is training impact of diet?","Affects progress"
"What is health impact of diet?","Affects wellbeing"
