Front,Back
What is equity finance?,Raising money by selling ownership shares.
What is short-term finance?,Finance repaid within one year.
Give one example of short-term finance.,Bank overdraft.
What is long-term finance?,Finance repaid over several years.
Give one example of long-term finance.,Bank loan.
What is interest?,The cost of borrowing money.
Why are interest rates important?,They affect borrowing costs and affordability.
What is collateral?,Assets used as security for borrowing.
Why do lenders require collateral?,To reduce the risk of unpaid debt.
What is liquidity?,The ability to pay short-term debts.
Why is liquidity important?,Businesses must meet daily financial obligations.
What is insolvency?,When a business cannot pay its debts.
What is bankruptcy?,Legal status when debts cannot be repaid.
What is cash flow?,Money flowing into and out of a business.
Why is cash flow important?,Businesses need cash to continue operating.
What is cash inflow?,Money coming into a business.
Give one example of cash inflow.,Sales revenue.
What is cash outflow?,Money leaving a business.
Give one example of cash outflow.,Wages or rent.
What is a cash flow forecast?,A prediction of future cash inflows and outflows.
Why are cash flow forecasts useful?,They help businesses identify future shortages.
What is a cash surplus?,When inflows exceed outflows.
What is a cash deficit?,When outflows exceed inflows.
How can businesses improve cash flow?,Increase sales reduce costs or delay payments.
What is break-even finance?,Funding needed until a business covers costs.
What is startup finance?,Money required before trading begins.
Why do businesses seek expansion finance?,To grow operations or enter new markets.
What is asset finance?,Finance used to purchase equipment or machinery.
What is invoice financing?,Borrowing money against unpaid customer invoices.
What are the advantages of invoice financing?,Improves cash flow quickly.
What are the disadvantages of invoice financing?,Fees and interest increase costs.
What is microfinance?,Small loans provided to small businesses or entrepreneurs.
Why is microfinance important?,It supports small or developing businesses.
What is angel investor?,An individual investing money in startups.
What are the advantages of angel investors?,Finance and business advice.
What are the disadvantages of angel investors?,Loss of some control or profits.
What is financial risk?,The possibility of losing money.
Why does borrowing increase risk?,Repayments and interest create financial pressure.
What is gearing?,The proportion of debt finance compared to equity.
What is high gearing?,A business relies heavily on borrowing.
Why can high gearing be risky?,Interest payments may become difficult to manage.
What is low gearing?,A business relies more on equity than debt.
What is repayment period?,The length of time to repay finance.
Why is repayment period important?,Longer periods reduce monthly payments but increase total interest.
What is financial planning?,Managing money to meet business objectives.
Why is financial planning important?,It helps businesses avoid financial problems.
What factors affect finance choice?,Cost risk purpose and repayment ability.
Why might startups struggle to get finance?,They have limited trading history and higher risk.
What is credit rating?,A measure of how trustworthy a borrower is.
Why is a good credit rating important?,It improves access to finance.
What is financial security?,The ability to meet financial commitments safely.
What is business expansion?,Increasing the size or scale of a business.
What is organic growth?,Growth using a business’s own resources.
What is external growth?,Growth through mergers takeovers or alliances.
Why do expanding businesses need finance?,To fund equipment staff and marketing.
What is seasonal finance?,Finance used during busy trading periods.
Why do some businesses need seasonal finance?,Cash flow changes during the year.
What is emergency finance?,Finance used during unexpected difficulties.
Why is emergency finance important?,It helps businesses survive crises.
What is investment?,Spending money now for future returns.
What is return on investment ROI?,The gain made from an investment compared to cost.
Why is ROI important?,It measures investment success.
What is opportunity cost?,The next best alternative given up.
Why is opportunity cost important in finance?,Choosing one option means losing another opportunity.
What is financial leverage?,Using borrowed money to increase returns.
What is retained earnings?,Another term for retained profits.
What is owner’s capital?,Money invested by the owner into the business.
What is debenture?,A long-term loan certificate issued by a company.
What is mortgage finance?,A loan secured against property.
Why might businesses use mortgages?,To buy buildings or premises.
What is financial stability?,The ability to operate without financial problems.
Why is financial stability important?,It improves business survival and confidence.
What is business solvency?,The ability to meet long-term debts.
What is factoring?,Selling invoices to another company for immediate cash.
What are the disadvantages of factoring?,Businesses receive less than the invoice value.
What is finance cost?,The total cost of obtaining finance including interest and fees.
Why should businesses compare finance costs?,To choose the most affordable option.
