"Front","Back"
"What is cost function?","Measures path cost"
"What is greedy best-first search?","Chooses lowest heuristic"
"What is uniform cost search?","Expands lowest cost"
"What is iterative deepening?","Combines BFS and DFS"
"What is algorithm correctness proof?","Shows algorithm works"
"What is loop invariant?","Condition true each iteration"
"What is termination condition?","When loop stops"
"What is complexity analysis?","Evaluating efficiency"
"What is worst-case scenario example?","Searching last element"
"What is best-case scenario example?","Searching first element"
"What is average-case scenario?","Typical situation"
"What is asymptotic analysis?","Behaviour as n grows"
"What is constant factor ignored?","In Big O notation"
"What is algorithm benchmarking?","Measuring performance"
"What is runtime environment effect?","Hardware influences speed"
"What is cache effect?","Memory access speed"
"What is parallel algorithm?","Runs tasks simultaneously"
"What is concurrency?","Multiple tasks in progress"
"What is synchronisation?","Coordinating processes"
"What is deadlock?","Processes waiting forever"
"What is starvation?","Process never executed"
"What is algorithm determinism?","Predictable output"
"What is stochastic algorithm?","Uses randomness"
"What is randomised quicksort?","Random pivot selection"
"What is Monte Carlo algorithm?","Approximate solution"
"What is Las Vegas algorithm?","Always correct but variable time"
"What is algorithm efficiency comparison?","Comparing time complexity"
"What is best sorting algorithm?","Depends on context"
"What is in-place sorting?","Uses minimal extra memory"
"What is out-of-place sorting?","Uses additional memory"
"What is cache-friendly algorithm?","Optimised for memory access"
"What is algorithm bottleneck?","Slowest part"
"What is optimisation technique?","Improving performance"
"What is pre-processing?","Preparing data beforehand"
"What is post-processing?","Processing results after"
"What is algorithm modularity?","Dividing into modules"
"What is code reuse in algorithms?","Using existing solutions"
"What is abstraction in algorithms?","Simplifying complexity"
"What is pseudocode standard?","Consistent format"
"What is algorithm readability?","Ease of understanding"
"What is algorithm maintainability?","Ease of updating"
"What is algorithm portability?","Works on multiple systems"
"What is iterative refinement?","Improving algorithm gradually"
"What is testing algorithm correctness?","Using test cases"
"What is unit testing algorithm?","Testing small parts"
"What is integration testing algorithm?","Testing combined parts"
"What is algorithm validation?","Ensuring correct solution"
"What is algorithm verification?","Ensuring built correctly"
"What is algorithm documentation?","Explaining algorithm"
"What is flowchart advantage?","Visual clarity"
"What is pseudocode advantage?","Close to real code"
"What is algorithm trace importance?","Debugging aid"
"What is algorithm dry run?","Manual execution"
"What is computational thinking?","Problem-solving approach"
"What is decomposition benefit?","Simplifies problem"
"What is pattern recognition?","Identifying similarities"
"What is generalisation?","Applying solution broadly"
"What is abstraction benefit?","Focus on key details"
"What is efficiency importance?","Saves time/resources"
"What is scalability importance?","Handles growth"
"What is real-world algorithm example?","GPS navigation"
"What is sorting real-world use?","Organising data"
"What is searching real-world use?","Finding records"
"What is optimisation real-world use?","Route planning"
"What is algorithm limitation?","May not scale"
"What is worst-case importance?","Guarantees performance"
"What is average-case importance?","Typical performance"
"What is best-case limitation?","Often unrealistic"
"What is complexity notation limitation?","Ignores constants"
"What is algorithm improvement strategy?","Reduce operations"
"What is algorithm selection?","Choose best for task"
"What is final algorithm goal?","Efficient correct solution"
