"Front","Back"
"Free time activities are important","Las actividades de ocio son importantes"
"They allow people to relax","Permiten a las personas relajarse"
"Hobbies can improve quality of life","Los hobbies pueden mejorar la calidad de vida"
"Sport plays an important role in health","El deporte desempeña un papel importante en la salud"
"Teamwork is essential","El trabajo en equipo es esencial"
"Competition can be motivating","La competencia puede ser motivadora"
"However, it can also create pressure","Sin embargo, también puede crear presión"
"It is important to set realistic goals","Es importante establecer metas realistas"
"Planning for the future is essential","Planificar el futuro es esencial"
"Young people should think about their careers","Los jóvenes deberían pensar en sus carreras"
"It is important to make informed decisions","Es importante tomar decisiones informadas"
"Taking risks can be beneficial","Tomar riesgos puede ser beneficioso"
"However, risks should be calculated","Sin embargo, los riesgos deben ser calculados"
"Experience is valuable","La experiencia es valiosa"
"Learning from mistakes is important","Aprender de los errores es importante"
"Success requires hard work","El éxito requiere trabajo duro"
"Failure can be a learning opportunity","El fracaso puede ser una oportunidad de aprendizaje"
"Perseverance is key","La perseverancia es clave"
"Confidence can lead to success","La confianza puede llevar al éxito"
"It is important to believe in yourself","Es importante creer en uno mismo"

