Front,Back
"What techniques did :contentReference[oaicite:22]{index=22} use?","Screen printing and photo repetition."
"What themes did :contentReference[oaicite:23]{index=23} explore?","Consumerism, fame and mass production."
"Who was :contentReference[oaicite:24]{index=24}?","A conceptual artist combining text and photography."
"What are the characteristics of :contentReference[oaicite:25]{index=25}'s work?","Bold text, black-and-white imagery and political messages."
"What themes did :contentReference[oaicite:26]{index=26} explore?","Power, identity and consumerism."
"What techniques did :contentReference[oaicite:27]{index=27} use?","Photomontage and graphic text overlays."
"Who is :contentReference[oaicite:28]{index=28}?","An anonymous British street artist."
"What are the characteristics of :contentReference[oaicite:29]{index=29}'s work?","Stencils, satire and political commentary."
"What themes does :contentReference[oaicite:30]{index=30} explore?","War, politics and consumerism."
"What techniques does :contentReference[oaicite:31]{index=31} use?","Stencil graffiti and public installations."
"Who is :contentReference[oaicite:32]{index=32}?","A British artist known for painting and digital art."
"What are the characteristics of :contentReference[oaicite:33]{index=33}'s work?","Bright colour, photography influence and landscape imagery."
"What themes does :contentReference[oaicite:34]{index=34} explore?","Memory, landscape and perception."
"What media does :contentReference[oaicite:35]{index=35} use?","Painting, photography and digital drawing."
"Who was :contentReference[oaicite:36]{index=36}?","A Renaissance artist and inventor."
"What are the characteristics of :contentReference[oaicite:37]{index=37}'s work?","Realism, anatomy studies and soft blending."
"What techniques did :contentReference[oaicite:38]{index=38} use?","Sfumato and chiaroscuro."
"What is :contentReference[oaicite:39]{index=39} famous for?","The Mona Lisa and The Last Supper."
"Who was :contentReference[oaicite:40]{index=40}?","A Renaissance sculptor, painter and architect."
"What is :contentReference[oaicite:41]{index=41} famous for?","The Sistine Chapel ceiling and David sculpture."
"What themes did :contentReference[oaicite:42]{index=42} explore?","Religion, anatomy and heroism."
"What are the characteristics of :contentReference[oaicite:43]{index=43}'s work?","Powerful figures and detailed anatomy."
"Who was :contentReference[oaicite:44]{index=44}?","A Fauvist artist known for expressive colour."
"What are the characteristics of :contentReference[oaicite:45]{index=45}'s work?","Flat colour and decorative composition."
"What techniques did :contentReference[oaicite:46]{index=46} use?","Cut-outs and bold painting."
"What themes did :contentReference[oaicite:47]{index=47} explore?","Pattern, colour and joy."
"Who was :contentReference[oaicite:48]{index=48}?","An Abstract Expressionist artist known for drip painting."
"What is drip painting?","Applying paint through splattering and dripping."
"What are the characteristics of :contentReference[oaicite:49]{index=49}'s work?","Energetic marks and abstract compositions."
"What themes did :contentReference[oaicite:50]{index=50} explore?","Emotion and spontaneity."
"Who was :contentReference[oaicite:51]{index=51}?","An Abstract Expressionist associated with colour field painting."
"What are the characteristics of :contentReference[oaicite:52]{index=52}'s work?","Large soft-edged blocks of colour."
"What themes did :contentReference[oaicite:53]{index=53} explore?","Emotion, spirituality and contemplation."
"What is colour field painting?","Abstract painting using large areas of colour."
"Who was :contentReference[oaicite:54]{index=54}?","A Pop Artist inspired by comic books."
"What are the characteristics of :contentReference[oaicite:55]{index=55}'s work?","Bold outlines and Ben-Day dots."
"What themes did :contentReference[oaicite:56]{index=56} explore?","Mass media and popular culture."
"What are Ben-Day dots?","Printed dots used to create colour and shading."
"Who was :contentReference[oaicite:57]{index=57}?","An Expressionist artist exploring anxiety and emotion."
"What is :contentReference[oaicite:58]{index=58} famous for?","The Scream."
"What themes did :contentReference[oaicite:59]{index=59} explore?","Fear, loneliness and emotion."
"What are the characteristics of :contentReference[oaicite:60]{index=60}'s work?","Distorted forms and expressive colour."
"Who was :contentReference[oaicite:61]{index=61}?","A Dada artist known for conceptual art."
"What is a readymade?","An everyday object presented as art."
"What is :contentReference[oaicite:62]{index=62} famous for?","Fountain."
"What themes did :contentReference[oaicite:63]{index=63} explore?","The definition of art and anti-traditional ideas."
"What is artist analysis?","Studying an artist's style, themes and techniques."
"What is contextual analysis?","Examining the social and historical context of artwork."
"What is visual analysis?","Analysing formal elements and composition."
"What is influence in artist studies?","How one artist affects another's work."
"What is comparison in artist studies?","Identifying similarities and differences between artists."
"What is experimentation in artist studies?","Trying techniques inspired by artists."
"What is annotation in art?","Written explanation of artistic ideas and decisions."
