"Front","Back"
"What is short-term memory?","Temporary storage"
"What is long-term memory?","Permanent storage"
"What is reaction time?","Time from stimulus to response"
"What are factors affecting reaction time?","Age, gender, experience"
"What is anticipation?","Predicting events"
"What is Hick’s Law?","More choices increase reaction time"
"What is psychological refractory period?","Delay in processing multiple stimuli"
"What is schema theory?","Memory of movement patterns"
"What are schema components?","Initial conditions, response, feedback, outcome"
"What is recall schema?","Selecting movement"
"What is recognition schema?","Evaluating movement"
"What is open loop control?","No feedback during movement"
"What is closed loop control?","Feedback used during movement"
"What is perceptual trace?","Memory of correct movement"
"What is motor programme?","Stored plan of movement"
"What is motor control?","Regulation of movement"
"What is kinaesthesis?","Sense of body position"
"What is proprioception?","Awareness of body movement"
"What is confidence?","Belief in ability"
"What is self-efficacy?","Confidence in success"
"What is motivation?","Drive to achieve"
"What is intrinsic motivation?","Internal satisfaction"
"What is extrinsic motivation?","External rewards"
"What is arousal?","Level of alertness"
"What is anxiety?","Negative emotional state"
"What is cognitive anxiety?","Mental worry"
"What is somatic anxiety?","Physical symptoms"
"What is inverted U theory?","Optimal arousal improves performance"
"What is drive theory?","Higher arousal improves performance"
"What is catastrophe theory?","Too much arousal decreases performance"
"What is cue utilisation theory?","Focus narrows with arousal"
"What is attribution?","Explaining success or failure"
"What is locus of control?","Internal or external control beliefs"
"What is goal setting?","Setting targets"
"What is SMART goals?","Specific, measurable, achievable, realistic, time-bound"
"What is imagery?","Mental rehearsal"
"What is mental rehearsal?","Visualising performance"
"What is aggression?","Intent to harm"
"What is assertion?","Strong but controlled behaviour"
"What is leadership?","Guiding others"
"What is group cohesion?","Team unity"
"What is social loafing?","Reduced effort in groups"
"What is personality?","Individual traits"
"What is introvert?","Reserved personality"
"What is extrovert?","Outgoing personality"
"What is trait theory?","Personality is stable"
"What is social learning theory?","Behaviour learned from environment"
"What is stress?","Response to demands"
"What is coping strategies?","Ways to manage stress"
"What is attentional focus?","Where attention is directed"
"What is narrow focus?","Small amount of information"
"What is broad focus?","Large amount of information"
"What is internal focus?","Focus on thoughts"
"What is external focus?","Focus on environment"
"What is feedback importance?","Improves performance"
"What is demonstration importance?","Provides visual model"
"What is practice importance?","Enhances learning"
"What is error detection?","Recognising mistakes"
"What is correction?","Fixing mistakes"
"What is reinforcement importance?","Encourages learning"
"What is skill retention?","Maintaining skill over time"
"What is forgetting?","Loss of skill"
"What is plateau?","No improvement period"
"What is overlearning?","Continued practice after mastery"
"What is automatisation?","Skill becomes automatic"
"What is decision making speed?","Quick choices"
"What is reaction speed?","Quick responses"
"What is anticipation importance?","Reduces reaction time"
"What is practice variability?","Improves adaptability"
"What is feedback timing?","When feedback is given"
"What is feedback frequency?","How often feedback is given"
"What is feedback content?","Information given"
"What is guidance fading?","Reducing support over time"
"What is learning curve?","Progress over time"
"What is performance curve?","Performance levels"
"What is skill acquisition?","Learning skills"
"What is error correction methods?","Practice and feedback"
"What is demonstration quality?","Accuracy of model"
"What is attention span?","Duration of focus"
"What is distraction?","Loss of focus"
"What is fatigue?","Reduced performance"
"What is motivation types?","Intrinsic and extrinsic"
"What is skill complexity?","Level of difficulty"
"What is environment impact?","Affects performance"
"What is practice design?","How practice is structured"
"What is feedback effectiveness?","Improves learning"
"What is cognitive load?","Mental effort"
"What is skill learning factors?","Practice, feedback, ability"
"What is performance improvement?","Better execution"
"What is learning plateau cause?","Lack of challenge"
"What is overcoming plateau?","Change practice"
"What is skill transfer importance?","Helps learning"
"What is demonstration role?","Guides learning"
"What is instruction clarity?","Clear communication"
"What is practice frequency?","How often practiced"
"What is rest importance?","Prevents fatigue"
"What is overtraining?","Excessive training"
"What is burnout?","Mental and physical exhaustion"
"What is confidence building?","Improving belief"
"What is motivation maintenance?","Keeping drive high"
"What is skill breakdown?","Dividing skill"
"What is chaining?","Linking parts together"
"What is whole-part-whole method?","Combine methods"
"What is trial and error learning?","Learning through mistakes"
"What is observational learning?","Learning by watching"
"What is modelling?","Copying behaviour"
"What is vicarious reinforcement?","Learning from others’ rewards"
"What is attention in learning?","Focus on skill"
"What is retention in learning?","Remembering skill"
"What is reproduction in learning?","Performing skill"
"What is motivation in learning?","Drive to learn"
