Front,Back
to save energy,économiser de l’énergie
to consume,consommer | consommer moins
consumption,la consommation | réduire la consommation
to protect nature,protéger la nature
nature,la nature | préserver la nature
to destroy,détruire | détruire l’environnement
destruction,la destruction | éviter la destruction
to conserve,conserver | conserver les ressources
conservation,la conservation | efforts de conservation
society,la société | société moderne
community,la communauté | communauté locale
to integrate,s’intégrer | s’intégrer dans la société
integration,l'intégration | favoriser l’intégration
culture,la culture | diversité culturelle
identity,l'identité | identité culturelle
tradition,la tradition | respecter les traditions
custom,la coutume | coutume locale
to respect,respecter | respecter les autres
respect,le respect | montrer du respect
equality,l'égalité | promouvoir l’égalité
inequality,l'inégalité | réduire les inégalités
to improve equality,améliorer l’égalité
to discriminate,discriminer | discriminer quelqu’un
discrimination,la discrimination | lutter contre la discrimination
to support others,soutenir les autres
support network,le réseau de soutien
government,le gouvernement | politique gouvernementale
policy,la politique | mettre en œuvre une politique
law,la loi | respecter la loi
right,le droit | droits de l’homme
freedom,la liberté | liberté d’expression
responsibility,la responsabilité | assumer la responsabilité
to vote,voter | voter aux élections
election,l'élection | élections nationales
economy,l'économie | croissance économique
to invest,investir | investir dans l’avenir
investment,l'investissement | attirer des investissements
job,l'emploi | trouver un emploi
employment,l'emploi | taux d’emploi
unemployment,le chômage | taux de chômage
salary,le salaire | gagner un salaire
income,le revenu | revenu stable
cost,le coût | coût de la vie
price,le prix | augmenter les prix
to afford,se permettre | se permettre quelque chose
poverty,la pauvreté | réduire la pauvreté
wealth,la richesse | distribution des richesses
business,l'entreprise | créer une entreprise
company,la société | diriger une société
market,le marché | marché du travail
consumer,le consommateur | comportement du consommateur
demand,la demande | forte demande
supply,l'offre | augmenter l’offre
production,la production | production de masse
to manufacture,fabriquer | fabriquer des produits
service,le service | secteur des services
industry,l'industrie | industrie moderne
transport,le transport | transports publics
to travel,voyager | voyager à l’étranger
journey,le trajet | long trajet
traffic,la circulation | embouteillages
to commute,faire la navette
housing,le logement | crise du logement
rent,le loyer | payer le loyer
to buy,acheter | acheter une maison
to sell,vendre | vendre un produit
property,la propriété | investir dans l’immobilier
urban,urbain | zone urbaine
rural,rural | zone rurale
lifestyle,le mode de vie | mode de vie sain
health,la santé | bonne santé
to exercise,faire de l’exercice
diet,le régime | régime équilibré
food,la nourriture | nourriture saine
to eat,manger | manger équilibré
to drink,boire | boire de l’eau
illness,la maladie | tomber malade
to recover,se rétablir | se rétablir rapidement
treatment,le traitement | recevoir un traitement
hospital,l'hôpital | aller à l’hôpital
doctor,le médecin | consulter un médecin
patient,le patient | patient hospitalisé
mental health,la santé mentale
well-being,le bien-être | améliorer le bien-être
happiness,le bonheur | rechercher le bonheur
to relax,se détendre | se détendre
free time,le temps libre | passer du temps libre
hobby,le loisir | avoir un loisir
sport,le sport | faire du sport
activity,l'activité | activité physique
to participate,participer | participer à une activité
team,l'équipe | esprit d’équipe
competition,la compétition | compétition sportive
to win,gagner | gagner un match
to lose,perdre | perdre un match
goal,l'objectif | atteindre un objectif
plan,le plan | élaborer un plan
future,l'avenir | avenir professionnel
to plan,planifier | planifier l’avenir
decision,la décision | prendre une décision
choice,le choix | faire un choix
to choose,choisir | choisir une option
risk,le risque | prendre un risque
to improve situation,améliorer la situation
problem,le problème | résoudre un problème
issue,la question | question importante
solution,la solution | proposer une solution

