"Front","Back"
"What is cardiovascular endurance?","Ability of heart and lungs to supply oxygen"
"What is muscular strength?","Maximum force a muscle can produce"
"What is muscular endurance?","Ability to sustain repeated contractions"
"What is flexibility?","Range of motion at a joint"
"What is body composition?","Ratio of fat to lean mass"
"What is agility?","Ability to change direction quickly"
"What is balance?","Ability to maintain centre of mass"
"What is coordination?","Ability to use body parts together"
"What is power?","Strength multiplied by speed"
"What is reaction time?","Time taken to respond to a stimulus"
"What is speed?","Rate of movement"
"What is interval training?","Training alternating high and low intensity"
"What is continuous training?","Training without rest"
"What is fartlek training?","Speed play training"
"What is circuit training?","Series of exercise stations"
"What is HIIT?","High intensity interval training"
"What is overload?","Training beyond normal levels"
"What is progression?","Gradually increasing intensity"
"What is specificity?","Training relevant to activity"
"What is reversibility?","Fitness lost if training stops"
"What is frequency?","How often you train"
"What is intensity?","How hard you train"
"What is time?","Duration of training"
"What is type?","Kind of training"
"What is warm-up?","Preparation for exercise"
"What is cool-down?","Gradual recovery after exercise"
"What is injury?","Damage to the body"
"What is sprain?","Ligament injury"
"What is strain?","Muscle injury"
"What is fracture?","Broken bone"
"What is dislocation?","Bone out of joint"
"What is health?","Complete physical, mental and social wellbeing"
"What is exercise?","Planned physical activity"
"What is lifestyle?","Way a person lives"
"What is sedentary?","Little physical activity"
"What is obesity?","Excess body fat"
"What is BMI?","Body mass index measurement"
"What is diet?","Food intake"
"What is hydration?","Maintaining fluid balance"
"What is carbohydrates?","Main energy source"
"What is protein?","Muscle growth and repair"
"What is fats?","Energy and insulation"
"What are vitamins?","Support body functions"
"What are minerals?","Essential nutrients"
"What is fibre?","Aids digestion"
"What is alcohol?","Depressant affecting performance"
"What is smoking?","Harmful habit affecting lungs"
"What is stress?","Mental or emotional strain"
"What is mental health?","Emotional and psychological wellbeing"
"What is motivation?","Drive to achieve goals"
"What is intrinsic motivation?","Internal drive"
"What is extrinsic motivation?","External rewards"
"What is goal setting?","Setting targets to improve"
"What is SMART goals?","Specific measurable achievable realistic time-bound"
"What is feedback?","Information on performance"
"What is arousal?","State of alertness"
"What is anxiety?","Feeling of worry or nervousness"
"What is aggression?","Intent to harm"
"What is leadership?","Ability to guide others"
"What is teamwork?","Working together effectively"
"What is ethics?","Moral principles"
"What is sportsmanship?","Fair and respectful behaviour"
"What is rules?","Guidelines of a sport"
"What is strategy?","Plan to achieve success"
"What is tactics?","Specific actions within a strategy"
"What is officiating?","Ensuring rules are followed"
"What is technology in sport?","Use of equipment to improve performance"
"What is performance analysis?","Evaluating performance"
"What is doping?","Use of banned substances"
"What is WADA?","World Anti-Doping Agency"
"What is sponsorship?","Financial support in sport"
"What is media?","Coverage of sport"
"What is participation?","Taking part in sport"
"What is barriers to participation?","Factors preventing involvement"
"What is access?","Opportunity to participate"
"What is equality?","Fair opportunities for all"
"What is inclusion?","Everyone able to participate"
"What is disability sport?","Sport for people with impairments"
"What is classification?","Grouping athletes by ability"
"What is Paralympics?","Games for disabled athletes"
"What is Olympics?","International sporting event"
"What is legacy?","Long-term impact of events"
"What is grassroots sport?","Beginner level sport"
"What is elite sport?","High-level competition"
"What is talent identification?","Finding potential athletes"
"What is coaching?","Improving performance through guidance"
"What is skill?","Learned ability"
"What is ability?","Natural talent"
"What is technique?","Way of performing a skill"
"What is practice?","Repeating to improve"
"What is drill?","Focused practice"
"What is feedback types?","Verbal, visual, manual"
"What is guidance?","Helping performance"
"What is stages of learning?","Cognitive, associative, autonomous"
"What is plateau?","Stagnation in progress"
"What is fitness testing?","Measuring fitness levels"
"What is reliability?","Consistency of results"
"What is validity?","Accuracy of test"
"What is protocol?","Set procedure"
"What is data?","Information collected"
"What is analysis?","Interpreting data"
"What is evaluation?","Judging performance"
"What is improvement?","Enhancing performance"
"What is training zone?","Target heart rate range"
"What is max heart rate?","220 minus age"
"What is resting heart rate?","Heart rate at rest"
"What is target heart rate?","Desired training range"
"What is lactate threshold?","Point lactic acid accumulates"
"What is recovery time?","Time to return to normal"
"What is adaptation?","Body changes from training"
"What is hypertrophy?","Muscle growth"
"What is atrophy?","Muscle loss"
"What is energy balance?","Calories in vs out"
"What is calorie?","Unit of energy"
"What is metabolism?","Chemical processes in body"
"What is aerobic capacity?","Ability to use oxygen"
"What is anaerobic capacity?","Ability without oxygen"
"What is skill classification?","Open vs closed, basic vs complex"
"What is open skill?","Performed in changing environment"
"What is closed skill?","Performed in stable environment"
"What is basic skill?","Simple movement"
"What is complex skill?","Requires high coordination"
"What is gross skill?","Large muscle movement"
"What is fine skill?","Small precise movement"
"What is pacing?","Managing effort"
"What is decision making?","Choosing actions"
"What is anticipation?","Predicting events"
"What is reaction?","Responding to stimulus"
"What is concentration?","Focusing attention"
"What is confidence?","Belief in ability"
"What is self-efficacy?","Confidence in success"
"What is goal orientation?","Focus on outcomes"
"What is performance curve?","Relationship between arousal and performance"
"What is inverted U theory?","Optimal arousal for performance"
