"Front","Back"
"What is burnout?","Mental and physical exhaustion"
"What is adaptation?","Body changes to training"
"What is hypertrophy?","Muscle growth"
"What is atrophy?","Muscle loss"
"What is strength gains?","Increase in force"
"What is endurance gains?","Increase in stamina"
"What is speed gains?","Increase in movement speed"
"What is training load?","Amount of work"
"What is volume?","Total work done"
"What is intensity levels?","Effort level"
"What is recovery time?","Time to recover"
"What is rest intervals?","Break between sets"
"What is sets?","Group of repetitions"
"What is reps?","Number of repetitions"
"What is resistance?","Weight used"
"What is 1RM?","One repetition maximum"
"What is progressive overload?","Gradually increasing load"
"What is training plateau?","No improvement"
"What is variation?","Changing training"
"What is cross training?","Different activities"
"What is specificity example?","Sprinter trains speed"
"What is endurance example?","Runner trains stamina"
"What is strength example?","Weightlifting"
"What is power example?","Jumping"
"What is agility example?","Football drills"
"What is balance example?","Gymnastics"
"What is coordination example?","Tennis"
"What is speed example?","Sprinting"
"What is reaction example?","Goalkeeper save"
"What is fitness plan?","Structured programme"
"What is training diary?","Record of training"
"What is monitoring?","Tracking progress"
"What is evaluation?","Assessing performance"
"What is goal setting?","Setting targets"
"What is SMART goals?","Specific measurable achievable realistic time-bound"
"What is short-term goal?","Immediate target"
"What is long-term goal?","Future target"
"What is motivation?","Drive to train"
"What is intrinsic motivation?","Internal drive"
"What is extrinsic motivation?","External rewards"
"What is adherence?","Sticking to programme"
"What is dropout?","Stopping training"
"What is coaching?","Guiding performance"
"What is feedback?","Information on performance"
"What is technique?","Skill execution"
"What is improvement?","Better performance"
"What is performance?","Level of ability"
"What is fitness level?","Current ability"
"What is health?","Overall wellbeing"
"What is lifestyle?","Daily habits"
"What is sedentary?","Inactive lifestyle"
"What is active?","Regular exercise"
"What is nutrition link?","Supports training"
"What is hydration link?","Maintains performance"
"What is sleep importance?","Recovery and repair"
"What is rest importance?","Prevents fatigue"
"What is injury prevention?","Avoiding harm"
"What is injury types?","Sprains, strains"
"What is rehabilitation?","Recovery from injury"
"What is physio?","Treatment of injury"
"What is recovery strategies?","Methods to recover"
"What is ice bath?","Cold recovery"
"What is massage?","Muscle recovery"
"What is compression?","Reducing swelling"
"What is elevation?","Reducing swelling"
"What is training environment?","Where training occurs"
"What is altitude training?","Training at height"
"What is heat training?","Training in heat"
"What is gym training?","Indoor training"
"What is outdoor training?","Field training"
"What is equipment?","Tools for training"
"What is technology in training?","Wearables and apps"
"What is GPS tracking?","Movement monitoring"
"What is heart rate monitor?","Tracks heart rate"
"What is fitness app?","Tracks activity"
"What is data analysis?","Reviewing performance"
"What is performance improvement?","Better results"
"What is competition preparation?","Getting ready for event"
"What is tapering importance?","Peak performance"
"What is peaking?","Reaching best form"
"What is detraining?","Loss of fitness"
"What is reconditioning?","Regaining fitness"
"What is warm-up benefits?","Reduces injury risk"
"What is cool-down benefits?","Aids recovery"
"What is stretching benefits?","Improves flexibility"
"What is training consistency?","Regular training"
"What is training intensity control?","Managing effort"
"What is training frequency control?","Managing sessions"
"What is training time control?","Managing duration"
"What is training type control?","Choosing activity"
"What is performance testing?","Measuring progress"
"What is improvement tracking?","Monitoring gains"
"What is fitness goals?","Targets to achieve"
"What is athlete development?","Improving ability"
"What is beginner training?","Low intensity"
"What is advanced training?","High intensity"
"What is elite training?","Specialised training"
"What is coaching feedback?","Improving performance"
"What is training feedback?","Adjusting programme"
"What is technique correction?","Fixing errors"
"What is performance analysis?","Evaluating ability"
"What is training effectiveness?","Success of programme"
"What is long-term development?","Sustained improvement"
