Front,Back
What is a strong organisational culture?,Employees share common values and goals.
How can leaders influence culture?,Through behaviour communication and policies.
What is ethical behaviour in business?,Acting fairly honestly and responsibly.
Why is ethical behaviour important?,It improves trust and reputation.
What is an ethical objective?,A goal focused on fairness and responsibility.
What is pressure group?,An organisation influencing business behaviour.
How can pressure groups affect businesses?,They can influence public opinion and reputation.
What is entrepreneurship?,The activity of starting and running businesses.
What is intrapreneurship?,Employees acting entrepreneurially within businesses.
Why is creativity important in entrepreneurship?,It helps generate innovative ideas.
What is opportunity cost?,The value of the next best alternative given up.
Why is opportunity cost important?,Entrepreneurs must choose between alternatives.
What is a sole trader?,A business owned and run by one person.
What are the advantages of being a sole trader?,Simple setup and full control.
What are the disadvantages of being a sole trader?,Unlimited liability and limited finance.
What is unlimited liability?,The owner is personally responsible for debts.
What is limited liability?,Owners only lose the money invested in the business.
What is a partnership?,A business owned by two or more people.
What are the advantages of partnerships?,Shared responsibilities and skills.
What are the disadvantages of partnerships?,Possible disagreements between owners.
What is a private limited company?,A company owned by shareholders with limited liability.
What is a public limited company PLC?,A company whose shares can be sold publicly.
Why might businesses become PLCs?,To raise large amounts of finance.
What is shareholder?,A person owning shares in a company.
What is dividend?,A share of profits paid to shareholders.
What is business planning?,Preparing for business activities and objectives.
What is a business plan?,A document outlining business aims strategies and forecasts.
Why are business plans important?,They help secure finance and guide decisions.
What is market research?,Collecting information about customers and markets.
Why is market research important for entrepreneurs?,It reduces risk and identifies opportunities.
What is competitive advantage?,A factor making a business better than rivals.
What can create competitive advantage?,Quality innovation branding or lower costs.
What is networking?,Building professional relationships to support business success.
Why is networking important?,It creates opportunities and business contacts.
What is resilience?,The ability to recover from difficulties.
Why is resilience important for entrepreneurs?,Businesses often face setbacks and uncertainty.
What is cash flow?,Money moving into and out of a business.
Why is cash flow important?,Businesses need cash to operate daily.
What is cash flow forecasting?,Predicting future cash inflows and outflows.
Why is forecasting useful?,It helps businesses plan ahead.
What is decision-making?,Choosing between different options.
Why is decision-making important in business?,Poor decisions can reduce performance or cause failure.
What is intuition in decision-making?,Using instinct or experience to make decisions.
What is data-driven decision-making?,Using information and evidence to make decisions.
What is SMART objective?,A target that is specific measurable achievable realistic and time-bound.
Why are SMART objectives useful?,They provide clear direction and measurement.
What is change management?,Helping businesses adapt to change effectively.
Why is change management important?,Poorly managed change can reduce performance.
What is resistance to change?,Employees opposing business changes.
Why do employees resist change?,Fear uncertainty or job insecurity.
How can leaders reduce resistance to change?,Communication training and involvement.
What is emotional intelligence?,Understanding and managing emotions effectively.
Why is emotional intelligence important for leaders?,It improves communication and relationships.
What is motivation?,The willingness to work towards goals.
How can leaders motivate employees?,Rewards recognition and communication.
What is empowerment?,Giving employees authority and responsibility.
Why is empowerment important?,It increases motivation and trust.
What is business growth?,An increase in the size or output of a business.
What are internal growth strategies?,Expansion using a business’s own resources.
What are external growth strategies?,Growth through mergers takeovers or alliances.
What is merger?,Two businesses joining together.
What is takeover?,One business buying another.
Why do businesses merge?,To increase market share and reduce competition.
What is franchising?,Allowing others to use a business brand and model.
What are the advantages of franchising?,Faster expansion and lower risk.
What are the disadvantages of franchising?,Less control over franchisees.
What is succession planning?,Preparing future leaders for key roles.
Why is succession planning important?,It ensures continuity and stability.
What is corporate reputation?,The public image of a business.
Why is reputation important?,It affects customer loyalty and sales.
