"Front","Back"
"What is cue utilisation theory?","Arousal narrows attention"
"What is peak flow?","Optimal performance state"
"What is mental rehearsal?","Imagining performance"
"What is imagery?","Using mental pictures"
"What is types of imagery?","Visual, kinaesthetic, auditory"
"What is positive self-talk?","Encouraging internal dialogue"
"What is negative self-talk?","Critical internal dialogue"
"What is goal types?","Outcome, performance, process"
"What is outcome goals?","Focus on result"
"What is performance goals?","Focus on performance level"
"What is process goals?","Focus on technique"
"What is feedback?","Information about performance"
"What is intrinsic feedback?","Internal feedback"
"What is extrinsic feedback?","External feedback"
"What is reinforcement?","Encouraging behaviour"
"What is punishment?","Discouraging behaviour"
"What is leadership styles?","Autocratic, democratic, laissez-faire"
"What is autocratic leadership?","Leader makes decisions"
"What is democratic leadership?","Group involved in decisions"
"What is laissez-faire leadership?","Little leader input"
"What is Chelladurai model?","Leadership effectiveness model"
"What is situational leadership?","Adapting style to situation"
"What is cohesion factors?","Personal, environmental, leadership"
"What is Carron model?","Model of cohesion"
"What is anxiety management?","Controlling anxiety"
"What is relaxation techniques?","Reducing stress"
"What is breathing control?","Regulating breathing"
"What is progressive relaxation?","Tensing and relaxing muscles"
"What is biofeedback?","Monitoring body signals"
"What is coping strategies?","Managing stress"
"What is problem-focused coping?","Addressing cause"
"What is emotion-focused coping?","Managing feelings"
"What is attention types?","Broad, narrow, internal, external"
"What is broad focus?","Large information"
"What is narrow focus?","Small detail"
"What is internal focus?","Thoughts and feelings"
"What is external focus?","Environment"
"What is distraction?","Loss of focus"
"What is choking?","Failure under pressure"
"What is pressure?","Demand to perform"
"What is crowd effect?","Influence of audience"
"What is social facilitation?","Improved performance with audience"
"What is social inhibition?","Worse performance with audience"
"What is Zajonc theory?","Presence increases arousal"
"What is evaluation apprehension?","Concern about judgement"
"What is personality types in sport?","Introvert vs extrovert"
"What is risk taking?","Willingness to take chances"
"What is aggression types?","Hostile and instrumental"
"What is hostile aggression?","Intent to harm"
"What is instrumental aggression?","Goal-directed aggression"
"What is frustration aggression hypothesis?","Frustration leads to aggression"
"What is catharsis theory?","Aggression releases tension"
"What is social learning aggression?","Aggression learned"
"What is Bandura study?","Bobo doll experiment"
"What is leadership qualities?","Communication, confidence, knowledge"
"What is team dynamics?","Interaction within team"
"What is communication?","Sharing information"
"What is verbal communication?","Using words"
"What is non-verbal communication?","Body language"
"What is effective communication?","Clear and understood"
"What is barriers to communication?","Noise, misunderstanding"
"What is motivation climate?","Environment affecting motivation"
"What is mastery climate?","Focus on improvement"
"What is performance climate?","Focus on winning"
"What is burnout?","Mental and physical exhaustion"
"What is overtraining?","Excessive training"
"What is recovery strategies?","Rest and relaxation"
"What is resilience?","Ability to bounce back"
"What is grit?","Perseverance"
"What is confidence sources?","Performance, encouragement"
"What is role models?","Influential figures"
"What is peer influence?","Impact of others"
"What is coach influence?","Impact of coaching"
"What is parental influence?","Impact of parents"
"What is ethics?","Moral principles"
"What is sportsmanship?","Fair play"
"What is deviance?","Breaking rules"
"What is drugs in sport?","Performance enhancers"
"What is doping?","Use of banned substances"
"What is WADA?","Anti-doping organisation"
"What is pressure management?","Handling stress"
"What is focus control?","Maintaining attention"
"What is emotional control?","Managing emotions"
"What is confidence building strategies?","Goal setting, feedback"
"What is motivation strategies?","Rewards, encouragement"
"What is performance enhancement?","Improving results"
"What is mental toughness?","Ability to cope under pressure"
"What is anxiety symptoms?","Sweating, nerves"
"What is arousal control?","Managing alertness"
"What is self-regulation?","Controlling behaviour"
"What is performance routine?","Consistent preparation"
"What is pre-performance routine?","Actions before performance"
"What is post-performance review?","Evaluating performance"
"What is goal review?","Checking progress"
"What is long-term goals?","Future targets"
"What is short-term goals?","Immediate targets"
"What is feedback importance?","Improves performance"
"What is praise?","Positive reinforcement"
"What is criticism?","Negative feedback"
"What is effective coaching?","Clear communication"
"What is athlete development?","Improving ability"
"What is participation motivation?","Reasons to take part"
"What is dropout?","Leaving sport"
"What is adherence?","Sticking to training"
"What is commitment?","Dedication to sport"
"What is enjoyment?","Pleasure in sport"
"What is confidence impact?","Improves performance"
"What is anxiety impact?","Can hinder performance"
"What is arousal impact?","Affects performance level"
"What is mental preparation?","Preparing psychologically"
"What is competition anxiety?","Nerves before event"
"What is coping mechanisms?","Ways to deal with stress"
"What is visualisation benefits?","Improves confidence"
"What is self-talk benefits?","Enhances focus"
"What is goal setting benefits?","Improves motivation"
"What is feedback benefits?","Guides improvement"
"What is leadership impact?","Affects team success"
"What is cohesion impact?","Improves performance"
"What is communication impact?","Enhances teamwork"
"What is personality impact?","Affects performance"
"What is motivation impact?","Drives effort"
"What is stress impact?","Can reduce performance"
"What is anxiety impact on beginners?","Often negative"
"What is anxiety impact on experts?","Can be positive"
