"Front","Back"
"Are friendships important?","Freundschaften sind wichtig, da sie Unterstützung bieten"
"Is communication important?","Kommunikation ist entscheidend für gute Beziehungen"
"How can conflicts be resolved?","Konflikte können durch Dialog und Verständnis gelöst werden"
"Is equality important?","Gleichheit ist für eine gerechte Gesellschaft wesentlich"
"Should governments reduce inequality?","Regierungen sollten Maßnahmen ergreifen, um Ungleichheit zu reduzieren"
"Is poverty a problem?","Armut bleibt ein großes Problem in vielen Ländern"
"How can poverty be reduced?","Man sollte in Bildung investieren und Chancen schaffen"
"Should charities help society?","Wohltätigkeitsorganisationen spielen eine wichtige Rolle bei der Unterstützung Bedürftiger"
"Is volunteering beneficial?","Freiwilligenarbeit hilft anderen und entwickelt Fähigkeiten"
"Is globalisation positive?","Globalisierung hat sowohl Vorteile als auch Nachteile"
"What are the benefits of globalisation?","Sie fördert den internationalen Handel und wirtschaftliches Wachstum"
"What are the disadvantages of globalisation?","Sie kann Ungleichheit erhöhen und der Umwelt schaden"
"Is technology replacing jobs?","Technologie kann Arbeitsplätze ersetzen, aber auch neue schaffen"
"Is remote work beneficial?","Telearbeit bietet Flexibilität, kann aber isolierend sein"
"Is education equal for all?","Bildung ist nicht für alle gleichermaßen zugänglich"
"Should schools change?","Schulen sollten sich an moderne Bedürfnisse anpassen"
"Is discipline important in schools?","Disziplin ist für ein gutes Lernumfeld entscheidend"
"Should students wear uniforms?","Uniformen können Gleichheit fördern, aber Individualität einschränken"
"Is social media addictive?","Soziale Medien können süchtig machen"
"Should screen time be limited?","Bildschirmzeit sollte begrenzt werden, um die Gesundheit zu schützen"
"Is fast food unhealthy?","Fast Food kann negative Auswirkungen auf die Gesundheit haben"
"Should governments regulate food?","Regierungen sollten gesunde Ernährung fördern"
"Is public transport important?","Öffentliche Verkehrsmittel sind wichtig, um Umweltverschmutzung zu reduzieren"
"Should cars be banned in cities?","Ein Verbot von Autos könnte die Luftverschmutzung reduzieren"
"Is housing a problem?","Wohnraum ist in vielen Städten ein Problem"
"Should rent be controlled?","Mietkontrollen könnten Menschen mit geringem Einkommen helfen"
"This highlights the importance of education","Das hebt die Bedeutung der Bildung hervor"
"This shows the impact of technology","Das zeigt den Einfluss der Technologie"
"This suggests that change is needed","Das deutet darauf hin, dass Veränderungen notwendig sind"
"This emphasises inequality","Das betont die Ungleichheit"
"The author highlights","Der Autor hebt hervor"
"The writer suggests","Der Autor schlägt vor"
"The director presents","Der Regisseur stellt dar"
"This scene shows","Diese Szene zeigt"
"This character represents","Diese Figur repräsentiert"
"This reflects society","Das spiegelt die Gesellschaft wider"
"This demonstrates the theme of","Das zeigt das Thema von"
"This explores the idea of","Das untersucht die Idee von"
"This reveals that","Das zeigt, dass"
"This indicates that","Das deutet darauf hin, dass"
"The use of language shows","Der Sprachgebrauch zeigt"
"The contrast highlights","Der Kontrast hebt hervor"
"The audience can see that","Das Publikum kann sehen, dass"
"This creates an effect of","Das erzeugt einen Effekt von"
"This reinforces the idea that","Das verstärkt die Idee, dass"
"This is significant because","Das ist wichtig, weil"
"This is important as","Das ist wichtig, da"
"This can be interpreted as","Das kann interpretiert werden als"
"This could suggest that","Das könnte darauf hindeuten, dass"
"The theme of inequality is evident","Das Thema Ungleichheit ist deutlich"
"The issue of identity is explored","Das Thema Identität wird untersucht"
"The concept of power is presented","Das Konzept der Macht wird dargestellt"
"The relationship between characters","Die Beziehung zwischen den Figuren"
"This moment is crucial","Dieser Moment ist entscheidend"
"This turning point shows","Dieser Wendepunkt zeigt"
"The ending suggests","Das Ende deutet darauf hin"
"Overall, the message is","Insgesamt ist die Botschaft"
"In conclusion, the author shows","Abschließend zeigt der Autor"

