Front,Back
What are the advantages of quality assurance?,Fewer defects and consistent standards.
What are the disadvantages of quality control?,Defects may already exist when found.
What is total quality management TQM?,A business-wide focus on continuous quality improvement.
Why is TQM important?,It improves customer satisfaction and efficiency.
What is benchmarking?,Comparing performance against competitors or standards.
Why is benchmarking useful?,It identifies areas for improvement.
What is standardisation?,Producing identical products consistently.
What are the advantages of standardisation?,Lower costs and consistent quality.
What are the disadvantages of standardisation?,Less flexibility and creativity.
What is customisation?,Adapting products to individual customer needs.
What are the advantages of customisation?,Higher customer satisfaction.
What are the disadvantages of customisation?,Higher production costs and slower output.
What is automation?,Using technology and machines to perform tasks.
What are the advantages of automation?,Higher productivity and lower labour costs.
What are the disadvantages of automation?,High setup costs and possible job losses.
What is mechanisation?,Using machinery to assist production.
What is batch production?,Producing groups of identical products together.
What is flow production?,Continuous production of standardised products.
What is job production?,Producing one product at a time to customer requirements.
What are the advantages of flow production?,High efficiency and low unit costs.
What are the disadvantages of flow production?,High setup costs and low flexibility.
What are the advantages of batch production?,Flexibility and variety.
What are the disadvantages of batch production?,Time lost changing between batches.
What are the advantages of job production?,High quality and customisation.
What are the disadvantages of job production?,High costs and slow production.
What is supply chain?,The sequence of businesses involved in producing and distributing products.
Why is supply chain management important?,Efficient supply chains reduce costs and delays.
What is supplier?,A business providing materials or products.
Why are supplier relationships important?,Reliable suppliers improve efficiency and quality.
What is outsourcing?,Using external businesses for certain activities.
What are the advantages of outsourcing?,Lower costs and specialist expertise.
What are the disadvantages of outsourcing?,Less control and possible quality issues.
What is offshoring?,Moving business activities to another country.
Why do businesses offshore?,To reduce labour or production costs.
What are the disadvantages of offshoring?,Communication and transport difficulties.
What is economies of scale?,Cost advantages from increased production.
What is diseconomies of scale?,Higher average costs caused by overexpansion.
Why can diseconomies of scale occur?,Poor communication and coordination problems.
What is waste management?,Reducing reusing and recycling waste materials.
Why is waste management important?,It reduces costs and environmental impact.
What is sustainability in operations?,Using resources without harming future generations.
Why is sustainability important?,Customers and governments expect responsible business practices.
What is energy efficiency?,Using less energy to produce goods or services.
How can businesses improve energy efficiency?,Modern technology and better processes.
What is maintenance?,Keeping equipment in good working condition.
What is preventive maintenance?,Regular servicing to avoid breakdowns.
What is corrective maintenance?,Repairing equipment after breakdowns occur.
Why is preventive maintenance important?,It reduces unexpected downtime.
What is downtime?,Periods when production stops.
Why is downtime costly?,Production and sales may be lost.
What is operational efficiency?,Producing goods with minimum waste and cost.
What is resource allocation?,Assigning resources where they are most needed.
Why is resource allocation important?,It improves business performance and efficiency.
What is inventory management software?,Technology used to monitor stock levels.
Why do businesses use inventory software?,It improves accuracy and efficiency.
What is logistics?,Managing the movement of goods and materials.
Why is logistics important?,Efficient logistics reduce delays and costs.
What is distribution?,Getting products from producers to customers.
What is warehouse?,A place used for storing goods.
Why are warehouses important?,They support stock management and distribution.
What is lead time?,The time between ordering and receiving stock.
Why is lead time important?,Long lead times may cause shortages.
What is bottleneck?,A stage in production slowing down output.
Why are bottlenecks a problem?,They reduce productivity and efficiency.
How can businesses reduce bottlenecks?,Increase capacity or improve processes.
What is capacity planning?,Ensuring production meets future demand.
Why is capacity planning important?,It prevents shortages and wasted resources.
What is business continuity planning?,Preparing for disruptions to operations.
Why is continuity planning important?,It reduces risks from unexpected events.
What is digital transformation?,Using digital technology to improve operations.
Why is digital transformation important?,It increases efficiency and competitiveness.
What is agile production?,Flexible production responding quickly to change.
Why is agile production useful?,Customer needs and markets change rapidly.
What is operational objective?,A target related to production or efficiency.
Give one example of an operational objective.,Reducing waste or increasing output.
