"Front","Back"
"What is nesting?","Placing one structure inside another"
"What is modular programming?","Breaking programs into modules"
"What is cohesion?","How closely related tasks in a module are"
"What is coupling?","How dependent modules are on each other"
"What is readability?","How easy code is to understand"
"What is maintainability?","How easy code is to update"
"What is a comment?","Text in code ignored by the compiler"
"What is indentation?","Spacing used to improve readability"
"What is a library?","Pre-written code available for reuse"
"What is API?","Interface allowing communication between software"
"What is input validation?","Checking data meets rules"
"What is input verification?","Checking data matches original input"
"What is sanitisation?","Cleaning input to prevent errors or attacks"
"What is casting?","Converting data from one type to another"
"What is concatenation?","Joining strings together"
"What is a delimiter?","A symbol used to separate data"
"What is a flag variable?","A Boolean used to control program flow"
"What is a counter?","A variable used to count iterations"
"What is an accumulator?","A variable that stores a running total"
"What is initialisation?","Assigning a starting value"
"What is dry run?","Manually stepping through code"
"What is event-driven programming?","Code triggered by events"
"What is an event?","An action such as a click or key press"
"What is exception handling?","Managing runtime errors"
"What is a breakpoint?","A pause in execution for debugging"
"What is step-through debugging?","Executing code line by line"
"What is pseudocode IF structure?","IF condition THEN action ENDIF"
"What is pseudocode FOR loop?","FOR i ← start TO end"
"What is pseudocode WHILE loop?","WHILE condition DO"
"What is algorithm efficiency?","How well an algorithm uses resources"
"What is time complexity?","How runtime increases with input size"
"What is space complexity?","Memory usage of an algorithm"
"What is Big O notation?","A way to describe complexity"
"What is O(1)?","Constant time complexity"
"What is O(n)?","Linear time complexity"
"What is O(n^2)?","Quadratic time complexity"
"What is brute force?","Trying all possible solutions"
"What is heuristic?","A rule-of-thumb approach"
"What is input/output testing?","Checking expected results"
"What is boundary testing?","Testing edge values"
"What is normal test data?","Valid expected input"
"What is invalid test data?","Incorrect input"
"What is extreme test data?","Boundary input values"
"What is defensive programming?","Anticipating errors in code"
"What is a loop invariant?","A condition that remains true"
"What is state?","Current values of variables"
"What is a control structure?","Sequence, selection or iteration"
"What is flow of control?","Order instructions execute"
"What is recursion depth?","Number of recursive calls"
"What is stack overflow?","Too many recursive calls"
"What is tail recursion?","Recursion with final call"
"What is iterative solution?","Using loops instead of recursion"
"What is pseudocode variable assignment?","x ← value"
"What is algorithm trace?","Following steps of execution"
"What is Boolean expression?","Expression returning true/false"
"What is short-circuit evaluation?","Stopping evaluation early"
"What is operator precedence?","Order operations are performed"
"What is casting implicit?","Automatic type conversion"
"What is casting explicit?","Manual type conversion"
"What is immutable data?","Data that cannot change"
"What is mutable data?","Data that can change"
"What is input buffer?","Temporary input storage"
"What is output buffer?","Temporary output storage"
"What is code reuse?","Using existing code again"
"What is DRY principle?","Don't Repeat Yourself"
"What is KISS principle?","Keep It Simple"
"What is YAGNI principle?","You Aren't Gonna Need It"
"What is refactoring?","Improving code without changing output"
"What is code smell?","Indication of poor design"
"What is spaghetti code?","Unstructured difficult code"
"What is a stub?","Temporary replacement for module"
"What is a driver program?","Tests modules"
"What is white-box testing?","Testing internal logic"
"What is black-box testing?","Testing inputs and outputs only"
"What is integration testing?","Testing combined modules"
"What is system testing?","Testing whole system"
"What is acceptance testing?","User testing"
"What is alpha testing?","Testing by developers"
"What is beta testing?","Testing by users"
"What is a syntax rule?","Grammar of programming language"
"What is semantic error?","Meaning error in code"
"What is token?","Smallest unit of code"
"What is parsing?","Analysing code structure"
"What is lexical analysis?","Breaking code into tokens"
"What is compilation stage?","Translating code"
"What is linking?","Combining compiled code"
"What is execution stage?","Running program"
"What is IDE?","Software for writing code"
"What is syntax highlighting?","Colour coding code"
"What is auto-complete?","IDE suggesting code"
"What is version control?","Tracking code changes"
"What is Git?","Version control system"
"What is repository?","Storage for code"
"What is commit?","Saving changes"
"What is push?","Uploading changes"
"What is pull?","Downloading changes"
"What is branching?","Changing flow of execution"
"What is loop control variable?","Controls loop iterations"
"What is sentinel value?","Value used to end loop"
"What is infinite loop?","Loop that never ends"
"What is nested loop?","Loop inside another loop"
"What is indentation importance?","Improves readability"
"What is naming convention?","Rules for naming variables"
"What is camelCase?","First word lowercase, others capitalised"
"What is snake_case?","Words separated by underscores"
"What is type safety?","Preventing type errors"
"What is strongly typed language?","Strict type rules"
"What is weakly typed language?","Flexible type rules"
"What is dynamic typing?","Type checked at runtime"
"What is static typing?","Type checked at compile time"
"What is garbage collection?","Automatic memory management"
"What is memory leak?","Unused memory not released"
"What is pointer?","Variable storing memory address"
"What is dereferencing?","Accessing value from pointer"
"What is null?","No value reference"
"What is exception?","Runtime error object"
"What is try-catch?","Handling exceptions"
"What is assertion?","Checking assumptions"
"What is logging?","Recording program events"
"What is debugging tool?","Software to find errors"
"What is profiler?","Measures performance"
"What is scalability?","Ability to handle growth"
"What is efficiency?","Optimal resource use"
"What is optimisation?","Improving performance"
"What is algorithm refinement?","Improving algorithm steps"
"What is stepwise refinement?","Breaking into smaller steps"
"What is pseudocode standardisation?","Consistent format"
"What is flowchart symbol process?","Rectangle"
"What is flowchart symbol decision?","Diamond"
"What is flowchart symbol input/output?","Parallelogram"
"What is flowchart symbol start/end?","Oval"
"What is flowchart arrow?","Shows flow direction"
"What is validation rule range?","Limits acceptable values"
"What is validation rule format?","Pattern of input"
"What is validation rule length?","Limits input size"
"What is defensive coding example?","Checking division by zero"
"What is user input error?","Incorrect data entry"
"What is system error?","Hardware/software failure"
"What is runtime environment?","Where program runs"
"What is cross-platform?","Runs on multiple systems"
"What is portability?","Ease of transferring code"
"What is documentation?","Information about program"
"What is internal documentation?","Comments in code"
"What is external documentation?","User guides"
