"Front","Back"
"What is patch?","Small update"
"What is update?","Improved version"
"What is version numbering?","Tracking releases"
"What is semantic versioning?","Versioning format"
"What is continuous testing?","Testing throughout development"
"What is automation testing?","Automated test execution"
"What is manual testing?","Human testing"
"What is regression testing?","Testing after changes"
"What is load testing?","Testing under heavy use"
"What is stress testing?","Testing beyond limits"
"What is performance testing?","Testing speed"
"What is usability testing?","Testing user experience"
"What is security testing?","Testing vulnerabilities"
"What is penetration testing?","Simulated attacks"
"What is code optimisation?","Improving performance"
"What is algorithm optimisation?","Improving efficiency"
"What is memory optimisation?","Reducing memory use"
"What is caching?","Storing data for faster access"
"What is parallel processing?","Running tasks simultaneously"
"What is multithreading?","Multiple threads in program"
"What is concurrency?","Multiple tasks running"
"What is synchronisation?","Coordinating tasks"
"What is deadlock?","Processes waiting indefinitely"
"What is race condition?","Unexpected result from timing"
"What is software architecture?","System structure"
"What is layered architecture?","System divided into layers"
"What is client-server model?","Client requests server"
"What is API?","Interface for communication"
"What is middleware?","Connects components"
"What is database integration?","Connecting to database"
"What is front-end?","User interface"
"What is back-end?","Server-side logic"
"What is full-stack?","Both front and back-end"
"What is software framework?","Reusable structure"
"What is library?","Reusable code"
"What is package manager?","Manages dependencies"
"What is maintenance type corrective?","Fixing errors"
"What is adaptive maintenance?","Updating for new environment"
"What is perfective maintenance?","Improving features"
"What is preventive maintenance?","Preventing future issues"
"What is documentation importance?","Supports users and developers"
"What is system evaluation?","Assessing performance"
"What is user feedback?","Input from users"
"What is stakeholder?","Person with interest in system"
"What is stakeholder requirement?","Needs of stakeholders"
"What is change management?","Handling updates"
"What is risk management?","Identifying risks"
"What is risk assessment?","Evaluating risks"
"What is mitigation?","Reducing risk"
"What is contingency plan?","Backup plan"
"What is project management?","Planning and organising work"
"What is Gantt chart?","Project timeline"
"What is milestone?","Key project stage"
"What is critical path?","Longest task sequence"
"What is resource allocation?","Assigning resources"
"What is budget?","Financial plan"
"What is cost estimation?","Predicting costs"
"What is time estimation?","Predicting duration"
"What is scope creep?","Uncontrolled project expansion"
"What is stakeholder communication?","Sharing updates"
"What is documentation type internal?","Developer notes"
"What is documentation type external?","User guides"
"What is ethical consideration?","Moral implications"
"What is legal consideration?","Compliance with law"
"What is GDPR?","Data protection law"
"What is intellectual property?","Ownership of ideas"
"What is licensing?","Permission to use software"
"What is open-source?","Free and modifiable code"
"What is proprietary software?","Owned software"
"What is system reliability?","Consistent operation"
"What is system availability?","System uptime"
"What is system efficiency?","Resource usage"
"What is system usability?","Ease of use"
"What is final testing?","Before release"
"What is deployment strategy?","How system is released"
"What is phased deployment?","Gradual release"
"What is direct changeover?","Immediate replacement"
"What is parallel running?","Old and new systems together"
"What is pilot running?","Testing in small area"
"What is training?","Teaching users"
"What is support?","Helping users"
"What is software development goal?","Deliver effective system"
