"Front","Back"
"distraction","die Ablenkung | Ablenkungen vermeiden"
"technology","die Technologie | moderne Technologie"
"internet","das Internet | Zugang zum Internet"
"social media","die sozialen Medien"
"to communicate","kommunizieren | miteinander kommunizieren"
"communication","die Kommunikation | Kommunikation verbessern"
"to connect","sich verbinden | sich online verbinden"
"to share","teilen | Ideen teilen"
"information","die Information | Informationen erhalten"
"data","die Daten | Daten analysieren"
"to download","herunterladen | Dateien herunterladen"
"to upload","hochladen | Dokumente hochladen"
"resource","die Ressource | Online-Ressourcen"
"environment","die Umwelt | die Umwelt schützen"
"pollution","die Umweltverschmutzung | Verschmutzung reduzieren"
"climate change","der Klimawandel"
"to recycle","recyceln | Müll recyceln"
"waste","der Müll | Müll reduzieren"
"energy","die Energie | Energie sparen"
"renewable energy","die erneuerbare Energie"
"to consume","konsumieren | weniger konsumieren"
"consumption","der Konsum | Konsum reduzieren"
"nature","die Natur | Natur schützen"
"to destroy","zerstören | die Umwelt zerstören"
"society","die Gesellschaft | moderne Gesellschaft"
"community","die Gemeinschaft | lokale Gemeinschaft"
"culture","die Kultur | kulturelle Vielfalt"
"identity","die Identität | kulturelle Identität"
"tradition","die Tradition | Traditionen respektieren"
"equality","die Gleichheit | Gleichheit fördern"
"inequality","die Ungleichheit | Ungleichheit reduzieren"
"discrimination","die Diskriminierung | Diskriminierung bekämpfen"
"government","die Regierung | Regierungspolitik"
"law","das Gesetz | das Gesetz einhalten"
"freedom","die Freiheit | Meinungsfreiheit"
"economy","die Wirtschaft | Wirtschaftswachstum"
"job","die Arbeit | eine Arbeit finden"
"unemployment","die Arbeitslosigkeit | hohe Arbeitslosigkeit"
"salary","das Gehalt | ein gutes Gehalt verdienen"
"poverty","die Armut | Armut reduzieren"
"business","das Unternehmen | ein Unternehmen gründen"
"market","der Markt | Arbeitsmarkt"
"consumer","der Verbraucher | Verbraucherverhalten"
"transport","der Verkehr | öffentliche Verkehrsmittel"
"housing","der Wohnraum | Wohnraum finden"
"health","die Gesundheit | gute Gesundheit"
"diet","die Ernährung | gesunde Ernährung"
"illness","die Krankheit | krank werden"
"hospital","das Krankenhaus | ins Krankenhaus gehen"
"mental health","die psychische Gesundheit"
"well-being","das Wohlbefinden | Wohlbefinden verbessern"
"happiness","das Glück | Glück finden"
"sport","der Sport | Sport treiben"
"hobby","das Hobby | ein Hobby haben"
"free time","die Freizeit | Freizeit genießen"
"future","die Zukunft | Zukunft planen"
"decision","die Entscheidung | eine Entscheidung treffen"
"choice","die Wahl | eine Wahl treffen"
"risk","das Risiko | ein Risiko eingehen"
"problem","das Problem | ein Problem lösen"
"issue","das Thema | ein wichtiges Thema"

