Front,Back
Why is feedback important during change?,It helps identify problems and improvements.
What is restructuring?,Changing organisational structure or roles.
Why do businesses restructure?,To improve efficiency or reduce costs.
What is delayering?,Removing management levels from a hierarchy.
What are the advantages of delayering?,Faster communication and lower costs.
What are the disadvantages of delayering?,Managers may become overloaded.
What is downsizing?,Reducing the size of the workforce.
Why do businesses downsize?,To cut costs and improve efficiency.
What are the disadvantages of downsizing?,Lower morale and possible loss of skills.
What is outsourcing?,Using external firms for certain activities.
Why do businesses outsource?,To reduce costs or access expertise.
What are the disadvantages of outsourcing?,Less control and possible quality problems.
What is offshoring?,Moving operations to another country.
Why do businesses offshore?,To reduce labour and production costs.
What is business process reengineering?,Redesigning processes to improve efficiency.
Why is process reengineering important?,It can significantly reduce costs and improve performance.
What is continuous improvement?,Ongoing efforts to improve products or processes.
What is Kaizen?,A philosophy of continuous small improvements.
Why is Kaizen important?,Small improvements increase efficiency over time.
What is lean production?,Producing with minimal waste.
Why is lean production important?,It improves efficiency and reduces costs.
What is agility in business?,The ability to respond quickly to change.
Why is agility important?,Markets and technology change rapidly.
What is flexibility in business?,The ability to adapt operations and strategies.
Why is flexibility important?,Flexible businesses cope better with uncertainty.
What is business resilience?,The ability to recover from difficulties.
Why is resilience important?,Businesses face risks and disruptions.
What is crisis management?,Responding effectively to unexpected problems.
Why is crisis management important?,Poor responses can damage reputation and finances.
What is contingency planning?,Preparing for unexpected events or disruptions.
Why is contingency planning useful?,It reduces risk and improves recovery.
What is succession planning?,Preparing future leaders for important roles.
Why is succession planning important?,It ensures business continuity.
What is digital transformation?,Using digital technology to improve operations.
Why is digital transformation important?,It increases efficiency and competitiveness.
What is automation?,Using technology and machines to perform tasks.
What are the advantages of automation?,Higher productivity and lower labour costs.
What are the disadvantages of automation?,High setup costs and possible job losses.
What is artificial intelligence AI?,Technology simulating human intelligence.
How can AI change businesses?,Improves efficiency data analysis and decision-making.
What is remote working?,Employees working away from the office.
How has remote working changed businesses?,Greater flexibility and digital communication.
What is flexible working?,Working arrangements with adaptable hours or locations.
Why is flexible working important?,It improves work-life balance and motivation.
What is employee wellbeing?,The physical and mental health of employees.
Why is wellbeing important during change?,Stress and uncertainty may increase.
What is motivation?,The willingness to work towards goals.
Why can change reduce motivation?,Employees may fear uncertainty or job loss.
How can businesses maintain motivation during change?,Communication support and involvement.
What is employee engagement?,The commitment employees feel towards a business.
Why is engagement important during change?,Engaged employees are more supportive of change.
What is innovation culture?,A culture encouraging creativity and new ideas.
Why is innovation culture important?,It helps businesses adapt and improve continuously.
What is strategic change?,Major changes affecting the direction of a business.
What is operational change?,Changes to daily business activities or processes.
What is organic growth?,Expansion using a business’s own resources.
What is external growth?,Growth through mergers or takeovers.
What is merger?,Two businesses joining together.
What is takeover?,One business buying another.
Why do mergers create change?,Businesses must combine systems cultures and operations.
What is synergy?,Benefits gained when businesses combine.
Why is synergy important?,Combined businesses may become more efficient.
What is cultural clash?,Conflict between different organisational cultures.
Why are cultural clashes a problem?,They reduce cooperation and productivity.
What is stakeholder?,A person or group affected by a business.
Why are stakeholders important during change?,Their support affects success.
What is stakeholder resistance?,Stakeholders opposing business changes.
How can businesses reduce stakeholder resistance?,Clear communication and involvement.
What is corporate social responsibility CSR?,Businesses acting responsibly towards society and the environment.
Why can CSR create change?,Businesses may need more ethical and sustainable practices.
What is sustainability?,Meeting current needs without harming future generations.
Why is sustainability driving change?,Governments and consumers expect responsible business behaviour.
What is competitive pressure?,Pressure from rivals forcing businesses to improve.
Why does competition create change?,Businesses must innovate to remain competitive.
What is market trend?,A general change in customer preferences or behaviour.
Why should businesses monitor trends?,To remain relevant and competitive.
What is benchmarking?,Comparing performance against competitors or standards.
Why is benchmarking useful during change?,It helps identify areas needing improvement.
What is performance management?,Monitoring and improving employee performance.
Why is performance management important during change?,Businesses need employees adapting effectively.
What is retraining?,Teaching employees new skills for changed roles.
Why is retraining important?,New technology and processes require updated skills.
What is business adaptation?,Changing operations to respond to internal or external factors.
Why must businesses adapt?,Markets competition and technology constantly change.
What is strategic flexibility?,The ability to adapt strategies quickly.
Why is strategic flexibility important?,Businesses face uncertainty and rapid change.
What is organisational learning?,Businesses improving through experience and knowledge.
Why is organisational learning important?,Learning businesses adapt more effectively.
What is communication technology?,Digital tools supporting communication and collaboration.
How has communication technology changed businesses?,Faster global communication and remote work.
What is customer-driven change?,Changes made to meet customer needs and preferences.
Why is customer-driven change important?,Customer satisfaction affects business success.
What is change evaluation?,Reviewing whether change has been successful.
Why is change evaluation important?,Businesses learn from successes and failures.
