"What is traversal termination?","Stopping condition"
"What is recursion in trees?","Traversing using recursion"
"What is graph cycle?","Path returning to start"
"What is acyclic graph?","Graph without cycles"
"What is connected graph?","All nodes reachable"
"What is disconnected graph?","Some nodes unreachable"
"What is spanning tree?","Subset connecting all nodes"
"What is shortest path?","Minimum distance between nodes"
"What is Dijkstra’s algorithm?","Finds shortest path"
"What is adjacency representation?","Storing graph structure"
"What is edge list?","List of edges"
"What is memory efficiency?","Optimising memory usage"
"What is time efficiency?","Optimising speed"
"What is trade-off?","Balance between time and space"
"What is stack frame?","Memory for function call"
"What is recursion stack?","Stores recursive calls"
"What is queue front pointer?","Points to first element"
"What is queue rear pointer?","Points to last element"
"What is circular buffer?","Fixed-size circular queue"
"What is overflow handling?","Managing full structure"
"What is underflow handling?","Managing empty structure"
"What is graph representation choice?","Matrix vs list"
"What is dense graph?","Many edges"
"What is sparse graph?","Few edges"
"What is tree balancing?","Maintaining optimal height"
"What is AVL tree?","Self-balancing binary tree"
"What is heap?","Special tree structure"
"What is max heap?","Parent greater than children"
"What is min heap?","Parent smaller than children"
"What is priority queue using heap?","Efficient priority handling"
"What is heap insertion?","Adding element while maintaining structure"
"What is heap deletion?","Removing root and restructuring"
"What is heapify?","Restoring heap property"
"What is complete binary tree?","All levels filled except last"
"What is tree rotation?","Balancing operation"
"What is left rotation?","Rotating nodes left"
"What is right rotation?","Rotating nodes right"
"What is graph adjacency matrix advantage?","Fast lookup"
"What is adjacency matrix disadvantage?","High memory use"
"What is adjacency list advantage?","Memory efficient"
"What is adjacency list disadvantage?","Slower lookup"
"What is hash table average complexity?","O(1)"
"What is worst-case hash lookup?","O(n)"
"What is collision chain length?","Number of items per bucket"
"What is load factor threshold?","When resizing occurs"
"What is data encapsulation?","Protecting structure"
"What is modular data structure design?","Separating components"
"What is interface consistency?","Standard method access"
"What is abstraction in data structures?","Hiding complexity"
"What is pointer dereferencing risk?","Accessing invalid memory"
"What is null pointer error?","Dereferencing null"
"What is garbage collection role?","Freeing unused memory"
"What is memory leak cause?","Unreleased memory"
"What is recursion tree?","Visual of recursive calls"
"What is depth-first traversal stack use?","Uses stack"
"What is breadth-first traversal queue use?","Uses queue"
"What is iterative traversal?","Using loops"
"What is recursive traversal?","Using recursion"
"What is graph search complexity?","Depends on nodes/edges"
"What is edge weight significance?","Represents cost"
"What is pathfinding algorithm?","Finds route in graph"
"What is graph direction importance?","Affects traversal"
"What is cyclic dependency?","Circular reference"
"What is data redundancy?","Duplicate data"
"What is data integrity?","Accuracy of data"
"What is normalisation in DS context?","Reducing redundancy"
"What is efficient storage?","Minimising memory use"
"What is scalability of DS?","Handling growth"
"What is structure selection?","Choosing right DS"
"What is performance consideration?","Speed vs memory"
"What is DS abstraction benefit?","Simplifies coding"
"What is real-world DS example?","Stack in undo feature"
"What is queue real-world example?","Printer queue"
"What is tree real-world example?","File system"
"What is graph real-world example?","Social networks"
"What is hash table example?","Dictionary lookup"
