Front,Back
What is data analytics?,Analysing data to identify useful insights.
Why is data analytics important?,It improves strategy and customer understanding.
What is innovation culture?,A business environment encouraging creativity and new ideas.
Why is innovation culture important?,It supports long-term competitiveness.
What is research and development R&D?,Activities focused on creating new products or improvements.
Why is R&D important?,It drives innovation and growth.
What is global competitiveness?,The ability to compete in international markets.
How does globalisation affect competitiveness?,Businesses face more opportunities and competition.
What is multinational company MNC?,A business operating in several countries.
What are the advantages of being an MNC?,Access to larger markets and lower costs.
What is outsourcing?,Using external firms for certain activities.
How can outsourcing improve competitiveness?,Lower costs and specialist expertise.
What is offshoring?,Moving operations to another country.
Why do businesses offshore?,To reduce labour or production costs.
What is sustainability?,Meeting current needs without harming future generations.
Why is sustainability important for competitiveness?,Customers increasingly value responsible businesses.
What is corporate social responsibility CSR?,Businesses acting responsibly towards society and the environment.
Why can CSR improve competitiveness?,It strengthens reputation and customer loyalty.
What is ethical business behaviour?,Acting fairly honestly and responsibly.
Why is ethics important in competitiveness?,Consumers often prefer trustworthy businesses.
What is customer engagement?,Interaction between businesses and customers.
Why is engagement important?,Strong relationships improve loyalty.
What is personalisation?,Tailoring products or services to individuals.
How does personalisation improve competitiveness?,Customers value customised experiences.
What is brand loyalty?,Customers consistently choosing one brand.
Why is brand loyalty important?,It reduces the impact of competitors.
What is market research?,Collecting information about customers and markets.
Why is market research important?,It helps businesses understand customer needs.
What is consumer trend?,A general change in customer preferences or behaviour.
Why should businesses monitor trends?,To remain competitive and relevant.
What is strategic alliance?,Businesses cooperating while remaining independent.
Why do businesses form alliances?,To share resources costs and expertise.
What is merger?,Two businesses joining together.
What is takeover?,One business buying another.
Why do businesses merge?,To increase market share and competitiveness.
What is synergy?,Benefits gained when businesses combine.
Why is synergy important?,Combined businesses may become more efficient.
What is business culture?,The values and behaviours within a business.
Why is business culture important?,Positive cultures improve motivation and performance.
What is employee engagement?,The commitment employees feel towards a business.
Why is employee engagement important?,Engaged employees are more productive.
What is training?,Improving employee skills and knowledge.
Why is training important?,Skilled employees improve business performance.
What is labour productivity?,Output produced per employee.
How can businesses improve labour productivity?,Training motivation and technology.
What is quality assurance?,Preventing defects during production.
Why is quality assurance important?,It improves consistency and customer satisfaction.
What is total quality management TQM?,A business-wide focus on continuous quality improvement.
Why is TQM important?,It improves efficiency and competitiveness.
What is lean production?,Producing goods with minimal waste.
Why is lean production important?,It lowers costs and increases efficiency.
What is Kaizen?,Continuous improvement involving all employees.
Why is Kaizen important?,Small improvements improve competitiveness over time.
What is capacity utilisation?,The percentage of production capacity currently used.
Why is capacity utilisation important?,Efficient use of resources lowers costs.
What is liquidity?,The ability to pay short-term debts.
Why is liquidity important for competitiveness?,Financial stability supports investment and growth.
What is profitability?,The ability to generate profit.
Why is profitability important?,Profitable businesses can invest and expand.
What is financial efficiency?,Using financial resources effectively.
Why is financial efficiency important?,It improves competitiveness and stability.
What is innovation strategy?,A plan for developing new ideas and products.
Why is innovation strategy important?,Innovation supports long-term success.
What is strategic flexibility?,The ability to adapt strategies quickly.
Why is strategic flexibility important?,Business environments change constantly.
What is customer satisfaction?,How happy customers are with products or services.
Why is customer satisfaction important?,Satisfied customers are more likely to return.
