Front,Back
Why is big data valuable?,It helps businesses identify customer patterns and preferences.
What is data analytics?,The process of analysing data to identify useful insights.
What is customer feedback?,Opinions customers give about products or services.
Why is customer feedback important?,It helps improve products and customer satisfaction.
What is social media research?,Using social media to gather customer opinions and trends.
What are online reviews?,Customer evaluations posted online about products or services.
Why are online reviews important?,They influence customer purchasing decisions.
What is brand perception?,How customers view a brand or business.
How can research improve brand perception?,By identifying customer opinions and expectations.
What is a market trend?,A general direction in customer preferences or behaviour.
Why should businesses monitor trends?,To stay competitive and relevant.
What is seasonal demand?,Changes in demand during different times of the year.
Give one example of seasonal demand.,Higher toy sales during holidays.
What is purchasing behaviour?,The process customers follow when buying products.
What is impulse buying?,Making unplanned purchases.
How can businesses encourage impulse buying?,Product placement and promotions.
What is loyalty research?,Research into customer retention and repeat purchases.
Why is customer loyalty important?,Loyal customers provide repeat sales.
What is brand awareness?,How familiar customers are with a brand.
How can market research improve brand awareness?,By identifying effective advertising methods.
What is pricing research?,Research into how customers react to prices.
Why is pricing research important?,It helps businesses set suitable prices.
What is product research?,Research into customer reactions to products.
What is advertising research?,Research into the effectiveness of advertising campaigns.
How can businesses measure advertising effectiveness?,Sales increases website visits or surveys.
What is customer satisfaction research?,Research measuring how satisfied customers are.
Why is customer satisfaction important?,Satisfied customers are more likely to return.
What is a research objective?,The specific aim of market research.
Why should research objectives be clear?,To ensure useful and focused results.
What is a response rate?,The percentage of people who reply to research requests.
Why is a high response rate important?,It improves the reliability of results.
What is sampling error?,Differences between sample results and the true population.
How can businesses reduce sampling error?,Use larger and more representative samples.
What is ethical market research?,Research carried out honestly and responsibly.
Why is ethics important in market research?,To protect customers and maintain trust.
What is confidentiality in research?,Keeping participant information private.
Why is confidentiality important?,Customers may not respond honestly without privacy.
What are the advantages of primary research?,Specific up-to-date and relevant information.
What are the disadvantages of primary research?,It can be expensive and time-consuming.
What are the advantages of secondary research?,Cheap quick and easily available.
What are the disadvantages of secondary research?,Information may be outdated or irrelevant.
Why might secondary research be unreliable?,The source may be biased or inaccurate.
What is market positioning research?,Research into how customers view products compared to competitors.
What is concept testing?,Testing customer reactions to a business idea before launch.
What is usability testing?,Testing how easy products are to use.
Why is usability testing important?,It improves customer experience and satisfaction.
What is competitor benchmarking?,Comparing business performance against competitors.
Why do businesses benchmark competitors?,To identify areas for improvement.
What is customer insight?,A deep understanding of customer needs and behaviour.
How does customer insight help businesses?,It improves decision-making and marketing.
What is predictive analysis?,Using data to forecast future behaviour and trends.
Why is predictive analysis useful?,It helps businesses plan ahead and reduce risk.
What is market intelligence?,Information gathered about markets and competitors.
Why is market intelligence important?,It helps businesses make strategic decisions.
